simulation_id,time,water,hour
0.8509701940388077,0.8507661558960713,-0.9534973842278628,-1.0
-0.6877375475095019,-0.6870419720186547,-0.9899797935062419,0.0
-0.6659331866373275,-0.6649733510992668,-0.6825642870982921,0.5
0.21744348869773966,0.21752165223184505,-0.9743128408115813,1.0
0.46669333866773366,0.46610592938041506,-0.8972513632463255,-0.5
0.49249849969994,0.49233844103930835,-0.8607135937110748,1.0
0.7659531906381276,0.7658227848101262,-0.9270351814432419,-1.0
0.589117823564713,0.5901898734177209,-0.411132947656877,0.5
-0.29825965193038606,-0.2983844103930693,-0.9999446397431284,-0.5
-0.5995199039807961,-0.5989340439706865,-0.5356381653610873,1.0
0.17323464692938595,0.1734260493004669,-0.8810308079829491,0.0
-0.9663932786557311,-0.966938707528314,-0.9432557367066183,-0.5
-0.4822964592918584,-0.48226182544970086,-0.936778586652642,-0.5
0.2802560512102421,0.2803131245836106,-0.9471863149445013,0.0
0.9059811962392479,0.9057711525649559,-0.9959033409915022,-1.0
0.7673534706941387,0.7679880079946706,-0.9562653970714424,0.0
0.3022604520904182,0.3022984676882068,-0.7385888670523431,0.0
-0.018403680736147177,-0.018570952698201637,-0.9868796191214327,-0.5
0.27905581116223255,0.27939706862091995,-0.637002795692972,0.5
0.7121424284856972,0.7131079280479682,-0.6260968250892683,0.5
-0.021604320864172855,-0.0213191205862735,-0.6800177152821989,1.0
0.9877975595119024,0.9877581612258517,-0.9554349932183686,-0.5
0.3042608521704342,0.30429713524317137,-0.8337531486146096,0.0
0.03640728145629124,0.036642238507663905,-0.9833365626816508,1.0
0.32946589317863584,0.32944703530979424,-0.9763058100589587,1.0
0.4764952990598119,0.47634910059960234,-0.9912530794142885,1.0
-0.957991598319664,-0.9577781479013971,-0.716500124560578,0.5
0.3902780556111223,0.3902398401065952,-0.997010546128934,0.0
-0.616123224644929,-0.6162558294470344,-0.9998892794862568,-1.0
-0.8563712742548509,-0.8560126582278471,-0.9113682287485814,-0.5
-0.026405281056211205,-0.026565622918052867,-0.9393805187256069,-0.5
0.7035407081416283,0.7041972018654228,-0.6010739889833088,1.0
-0.7403480696139229,-0.7400899400399723,-0.5618789271182218,-0.5
0.37827565513102623,0.3782478347768148,-0.7192127771472859,0.0
0.6523304660932185,0.6530646235842781,-0.7073656821767653,0.0
-0.3742748549709942,-0.3743337774816773,-0.9304675173692806,-0.5
0.42808561712342463,0.4282978014656891,-0.8434411935671381,0.5
-0.20404080816163228,-0.20328114590273216,-0.9571511611813879,0.5
0.98499699939988,0.9846768820786167,-0.9372768289644864,-1.0
0.4886977395479095,0.4880912724850113,-0.9982838320369807,-0.5
-0.12122424484896976,-0.12158560959360187,-0.9999446397431284,-1.0
-0.7425485097019404,-0.7418387741505654,-0.936778586652642,1.0
-0.12882576515303057,-0.12841439040639457,-0.36706618318708994,0.0
0.8169633926785358,0.8167888074616911,-0.9980623910094942,-1.0
-0.2228445689137828,-0.22235176548967317,-0.7043208680488278,0.0
0.14982996599319853,0.14923384410393226,-0.9991695961469261,-1.0
0.7319463892778555,0.7318454363757496,-0.999446397431284,-1.0
-0.5185037007401481,-0.5179880079946706,-0.9987267140919533,1.0
-0.5973194638927786,-0.5971852098600934,-0.9712680266836438,-0.5
0.030606121224244776,0.030396402398402245,-0.9904226755612145,-0.5
0.7103420684136827,0.7110259826782155,-0.76804052370803,0.0
-0.124624924984997,-0.12425049966688917,-0.9795720652143826,1.0
0.594118823764753,0.5951865423051323,-0.24870595399562645,0.5
-0.14522904580916185,-0.14556962025316267,-0.9973427076701636,-1.0
-0.06201240248049611,-0.06137574950033198,-0.5715116118138788,0.5
0.339867973594719,0.3391072618254505,-0.9998892794862568,-1.0
0.4486897379475896,0.44811792138574447,-0.9977302294682647,-0.5
-0.9101820364072815,-0.910018321119253,-0.9510061726686412,-1.0
-0.5545109021804361,-0.5539223850766142,-0.9941318127716112,1.0
0.009001800360072032,0.009576948700868115,-0.6972347551692639,0.5
-0.8379675935187038,-0.8368587608261144,-0.5588894732471558,0.5
-0.1638327665533107,-0.16334943371085942,-0.2612727323054779,0.0
0.2980596119223844,0.29838441039307284,-0.06983696404351303,0.5
0.7199439887977594,0.7198534310459692,-0.9572065214382595,-1.0
0.37367473494698933,0.37316788807461876,-0.9285299083787749,-0.5
0.7891578315663133,0.7900566289140585,-0.8123840894621751,0.5
0.7071414282856572,0.7081112591605603,-0.9398234007805796,0.5
-0.7045409081816363,-0.7038640906062632,-0.8046336535001523,1.0
-0.6419283856771354,-0.640989340439706,-0.7775624878899438,0.5
-0.5983196639327866,-0.5981845436375757,-0.9315193622498408,-0.5
-0.8635727145429086,-0.8627581612258481,-0.9959587012483738,1.0
-0.43668733746749355,-0.4362091938707522,-0.9071054889694687,0.0
-0.030206041208241663,-0.030646235842770153,-0.9965123038170897,-1.0
-0.24504900980196043,-0.24425383077948126,-0.7281257785036122,0.5
0.5575115023004602,0.5583361092604946,-0.9546599496221663,1.0
0.09601920384076812,0.09651898734177422,-0.662911395908877,0.5
0.3734746949389878,0.37341772151898667,-0.8887812439449719,1.0
0.9315863172634526,0.9320869420386408,-0.45143521465939596,1.0
0.6761352270454091,0.677131912058627,-0.4202673900406897,0.5
-0.9907981596319264,-0.9908394403730831,-0.9806792703518145,0.0
-0.993998799759952,-0.9937541638907383,-0.2928280787222852,0.5
0.650130026005201,0.6511492338441052,-0.22988346665928516,0.5
-0.04480896179235849,-0.044470353097935345,-0.4181637002795693,0.0
-0.7063412682536507,-0.7061125916055957,-0.9413181277161126,-0.5
-0.6669333866773355,-0.6659726848767491,-0.8247294267445401,0.5
-0.7167433486697339,-0.7160226515656234,-0.829767210119855,0.0
0.23484696939387883,0.23417721518987378,-0.9967891051014477,-1.0
-0.029605921184236883,-0.02931379080612828,-0.9995017576881556,1.0
-0.5059011802360471,-0.5050799467021996,-0.41019182329006,0.5
-0.12522504500900178,-0.12558294470353104,-0.9445843828715366,-1.0
0.7049409881976396,0.7048634243837455,-0.9892601101669112,-1.0
-0.9141828365673135,-0.9140156562291786,-0.9928585268635647,-1.0
0.2498499699939989,0.24916722185210105,-0.9181221800869156,-1.0
-0.5761152230446089,-0.5762824783477676,-0.9964569435602181,-1.0
-0.9229845969193838,-0.9218021319120595,-0.8205774074791707,0.5
-0.6109221844368874,-0.6100099933377727,-0.769535250643563,0.5
-0.15503100620124022,-0.15431379080612828,-0.18293796883217528,0.5
-0.905381076215243,-0.9049383744170534,-0.9868796191214327,-0.5
-0.5741148229645929,-0.574283810792803,-0.9827275998560633,-1.0
0.31126225245049,0.31129247168554386,-0.8271099177900185,0.0
0.3996799359871974,0.3991505662891406,-0.9766933318570599,-0.5
-0.7889577915583117,-0.7878914057295141,0.8872311567525675,0.5
-0.34506901380276056,-0.34543637574950026,-0.9974534281839068,-1.0
-0.007801560312062361,-0.00749500333111186,-0.7489965953442024,0.0
0.07261452290458092,0.07236842105263364,-0.9992249564037977,-0.5
0.1632326465293059,0.16339107261825347,-0.5181996844465357,0.0
-0.8377675535107021,-0.8369420386409061,-0.6476873252691893,0.0
-0.0854170834166833,-0.08552631578947256,-0.9376643507625876,-0.5
0.9049809961992399,0.9047718187874771,-0.9996678384587705,-1.0
-0.5223044608921784,-0.5222351765489677,-0.4544800287873335,-0.5
0.9297859571914382,0.9298384410393083,-0.49505909707421036,-0.5
0.24504900980196043,0.24541972018654334,-0.5525230437069228,0.5
-0.9777955591118224,-0.9778481012658204,-0.9503418495861821,0.0
0.7819563912782557,0.7818121252498358,-0.9992249564037977,-1.0
-0.6509301860372074,-0.6499833444370431,-0.7383674260248567,0.5
0.28405681136227257,0.28439373750832786,0.7501038004816343,0.5
-0.7095419083816763,-0.7088607594936711,-0.9882636255432226,1.0
-0.9361872374474896,-0.9360426382411724,-0.9999446397431284,-1.0
0.7575515103020605,0.7581612258494346,-0.9793506241868962,1.0
-0.3332666533306662,-0.3333610926049282,-0.9722645113073325,-0.5
-0.6155231046209242,-0.6149233844103925,-0.9895369114512691,1.0
0.583116623324665,0.5841938707528307,0.8322030614222051,0.5
0.5087017403480696,0.5080779480346429,-0.9977855897251363,-0.5
-0.2628525705141028,-0.26232511658894,-0.5064079497328867,0.0
-0.14482896579315863,-0.1444037308461006,-0.4465635120546959,0.0
0.5477095419083817,0.5480929380413073,-0.862042239875993,-0.5
-0.0008001600320064473,-0.0004996668887393696,-0.6411548149583415,0.0
0.494498899779956,0.49433710859427293,-0.8016441996290863,1.0
-0.2788557711542309,-0.27823117921385787,-0.8557865308495032,0.5
-0.7895579115823165,-0.7888074616922047,-0.9443629418440501,1.0
-0.16863372674534904,-0.16817954696868753,-0.7591828826085752,1.0
0.9353870774154831,0.9359177215189867,-0.04492484845129663,0.0
-0.9801960392078416,-0.9810126582278471,-0.9990035153763114,-1.0
0.2808561712342468,0.2801465689540308,-0.9964569435602181,-1.0
-0.7087417483496699,-0.7080279813457686,-0.6551055996899826,0.0
0.8537707541508301,0.8538474350433063,-0.927976305810059,-0.5
-0.19903980796159226,-0.1982844770153207,-0.5163174357129017,0.5
0.3732746549309862,0.3732511658894069,-0.9520580175492014,0.0
-0.09801960392078413,-0.09735176548967317,-0.7163894040468348,0.5
